file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\verticle\worker\MainVerticle.java,io.vertx.example.core.verticle.worker.MainVerticle,class,3,4,1,3,2,2,0,14,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,7,0,0,2,1,1,0,0,1,39,1,0
E:\Git_Projects\vertx-examples\rxjava-3-examples\src\main\java\io\vertx\example\rxjava3\http\client\reduce\Client.java,io.vertx.example.rxjava3.http.client.reduce.Client,class,5,6,1,5,3,2,0,18,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,6,2,2,2,6,2,0,0,4,18,1,0
E:\Git_Projects\vertx-examples\web-client-examples\src\main\java\io\vertx\example\webclient\simple\Server.java,io.vertx.example.webclient.simple.Server,class,2,3,1,2,3,2,0,11,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,1,0,0,2,2,0,0,2,12,1,0
E:\Git_Projects\vertx-examples\rxjava-2-examples\src\main\java\io\vertx\example\reactivex\web\client\unmarshalling\Client.java,io.vertx.example.reactivex.web.client.unmarshalling.Client$Data,innerclass,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0
E:\Git_Projects\vertx-examples\web-api-service-example\src\main\java\io\vertx\examples\webapiservice\services\TransactionsManagerService.java,io.vertx.examples.webapiservice.services.TransactionsManagerService,interface,8,11,3,8,6,1,0,0,15,0.0,0.0,0.0,6,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
E:\Git_Projects\vertx-examples\kafka-examples\src\main\java\io\vertx\example\kafka\dashboard\MainVerticle.java,io.vertx.example.kafka.dashboard.MainVerticle,class,8,9,1,8,4,2,0,16,0,0.0,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,21,0,1,0,0,0,4,5,6,1,6,1,0,0,0,29,1,0
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\net\stream\BatchStream.java,io.vertx.example.core.net.stream.BatchStream,class,10,11,1,10,28,1,0,29,0,0.66071427,0.51648355,1.0,14,0,14,0,0,0,14,0,0,0,4,0,0,4,0,0,2,0,2,143,13,0,10,1,0,3,14,11,3,12,5,0,0,3,40,1,0
E:\Git_Projects\vertx-examples\circuit-breaker-examples\src\main\java\io\vertx\example\circuit\breaker\Server.java,io.vertx.example.circuit.breaker.Server,class,2,3,1,2,2,2,0,7,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,1,0,0,0,1,7,1,0
E:\Git_Projects\vertx-examples\rxjava-2-examples\src\main\java\io\vertx\example\reactivex\http\client\simple\Server.java,io.vertx.example.reactivex.http.client.simple.Server,class,3,4,1,3,2,2,0,8,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,1,1,0,2,1,0,0,1,15,1,0
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\http\proxy\Server.java,io.vertx.example.core.http.proxy.Server,class,2,3,1,2,4,2,0,17,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,6,3,1,4,4,3,0,0,3,15,1,0
